,title,company,place,industries,job_function,seniority_level,description
91,Javascript Developer,MINDBANK GROUP,Vietnam,,,,"['## Experiences • over 5 year experience in using NodeJS • full stack development, from API development to UI implementations • building software from scratch to production • maintaining existing solutions • agile development workflows • working with remote teams • working in a startup environment • actively contributes to discussions and technical/non-technical designs   ## Skills • Languages: TypeScript / JavaScript / Node.js • GraphQL • React • PostgreSQL or other RDBMSs  Show more Show less']"
92,AI Software Engineer,Samsung Vietnam Mobile R&D Center,"Hanoi, Hanoi, Vietnam",,,,"['Senior Software Engineer, Media Codec/Processing  I. JOB DESCRIPTION: - Design and implement Video Editing solutions applying in Android devices like (HDR10+, Highlight video summary, tone function...) - Work with Android Video editing framework and graphic processing for handling Multimedia codecs and raw media data  II. JOB REQUIREMENTS: - Having at least 4 years working experience in the field (Image/Video Processing, Media Codecs) - Being proficient in Android native (Linux, C++) - Being proficient in Multimedia framework, Video/Audio codec - Being familiar with Video/Audio/Image processing - Being familiar with Android graphic, OpenGL, Media file format & Samsung specific file format - Having ability to research and commercialize related new technology from paper or requirement  Nice to have: - Preferring to have a Master or PhD. Degree - Having experience in working with Multimedia Solution Show more Show less']"
93,Data Scientist,Adecco,"Hanoi, Hanoi, Vietnam",IT Services and IT Consulting,Engineering and Information Technology,Mid-Senior level,"['Job Responsibilities  Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions. Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies. Assess the effectiveness and accuracy of new data sources and data gathering techniques. Develop custom data models and algorithms to apply to data sets. Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes. Develop company A/B testing framework and test model quality. Coordinate with different functional teams to implement models and monitor outcomes. Develop processes and tools to monitor and analyze model performance and data accuracy.  Experience Requirements  Strong problem solving skills with an emphasis on product development. Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets. Experience working with and creating data architectures. Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks. Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications. Excellent written and verbal communication skills for coordinating across teams. A drive to learn and master new technologies and techniques.  Education requirements  We’re looking for someone with 5-7 years of experience manipulating data sets and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field  Contact Person  Thanhtu Nguyen Adecco Show more Show less']"
94,Software Developer,Daeunextier(대유넥스티어),"Ho Chi Minh City, Vietnam",,,,"['DaeU\xa0Nextier\xa0was founded on 2013 in Seoul (Korea). We specialize in Salesforce CRM solution & platform development, and has been certified as the first Salesforce ISV partner in Korea. We are now setting-up the Global Development Center in Hanoi & Ho Chi Minh City and\xa0seeking Certified Salesforce Developers\xa0or Java/Backend Developer (open for fresher/junior/non-experience) with a challenging spirit and passion to join our team.     Job Description:  Design, develop and maintain projects using Salesforce technologies Customize Salesforce system features depending on the specific needs of each customer Communicate with onsite team in Korea via email / telephone / video-conference (we have Vietnamese comtors) Work under the assignment of Technical Manager, coordinate between teams to develop products  \xa0  Requirement:  Software engineers have experience in Salesforce projects or Java Projects (also open for fresher & non Salesforce Developer) Prefer to have Salesforce Certifications: Platform Developer I, Platform Developer II,... Good mindset, ability to multi-task, prioritize, and manage time effectively Can communicate in English     We offer:  Attractive salary above market rate and numerous benefits\xa0 Up to 3 months\xa0bonus per year through the performance evaluation LG Gram/ Macbook/ Dell provided and replaced with the latest model every 3 years Salesforce certification voucher/ refund Annual health insurance\xa0 Social insurance based on 100% gross\xa0salary Opportunity to travel\xa0for ""healing camp"" in Korea every year (with total prizes up to 30.000usd) Opportunity to work on-site 15 days leave paid per year\xa0 Happy lunch every month and Happy hours on Friday every week with free beers The balance model between working and personal life. What we care the most is YOU! Our office is located in one of the most modern co-working spaces in Ho Chi Minh City downtown, with creative, open workspaces and a high-quality engaging environment. For non-Salesforce experience developers, do not worry, you will receive the short-term training to get the Salesforce certifications. Show more Show less']"
95,Frontend Developer,Hyperlogy,"Hanoi, Hanoi, Vietnam",,,,"['Mô tả công việc  Tham gia phân tích yêu cầu, thiết kế tính năng, database, lập trình trong các dự án phát triển sản phẩm trên nền Vuejs, ReactJS. Tham gia fix bugs và hỗ trợ khách hàng. Thực hiện công việc theo mô hình Agile Scrum, lập kế hoạch, thực hiện, kiểm soát và báo cáo công việc theo từng Sprint. Tham gia nghiên cứu và trình bày các công nghệ mới. Viết tài liệu đặc tả kỹ thuật liên quan đến công việc dự án. Các công việc khác có liên quan theo sự chỉ đạo của Ban lãnh đạo Công ty. Chi tiết sẽ trao đổi trong quá trình phỏng vấn.     Yêu cầu ứng viên  Tốt nghiệp đại học chuyên ngành CNTT, Toán tin hoặc hiểu biết tương đương. Có kinh nghiệm từ >1 năm Có đam mê và định hướng phát triển trên con đường trở thành 1 lập trình viên Fullstack. Có hiểu biết các nền tảng sau: ReactJS,VueJS, CSS, HTML, JavaScript, Bootstrap, SQL Server, Git. Khả năng nắm bắt, nghiên cứu công nghệ mới nhanh. Có kinh nghiệm về Back end (.NET, .NET Core, C#, Java…) là một lợi thế Chủ động, đam mê công việc, sẵn sàng chấp nhận thách thức, luôn chú ý phát triển bản thân lên tầm cao mới,… Kỹ năng giao tiếp tốt, cởi mở, thân thiện. Đọc hiểu tài liệu chuyên ngành bằng tiếng Anh.     Quyền lợi  Được học hỏi, thường xuyên cập nhật, tiếp cận nhiều kiến thức, công nghệ mới trên thế giới như Artificial Intelligence/Machine Learning/Deep Learning, Biometrics (Khuôn mặt, Vân tay,…), Xử lý ảnh (OpenCV – Computer Vision), Thiết kế máy móc/thiết bị điện tử (IoT), Lập trình/Nền tảng (C, C++, C#, NodeJS, Java, .NET, .NET Core, Python,…), Kiến trúc hệ thống Multi Tenant, Cloud Computing, Oracle DBA, Oracle PL/SQL, Tích hợp hệ thống, Quy trình chất lượng và an toàn bảo mật, DevOps, BI/Analytics,.….. Được tham gia phát triển các dự án lớn, phức tạp cho các tổ chức lớn như Ngân hàng/Công ty tài chính/Bảo hiểm, Ứng dụng Multi Tenant trên Cloud tải lớn chạy đồng thời cho nhiều doanh nghiệp,…… Thu nhập tương xứng với năng lực và hiệu quả công việc: Thu nhập lương cứng\xa0hàng tháng\xa0theo năng lực Phụ cấp:\xa0ăn trưa & thuê nhà (Tùy theo đối tượng). Thưởng hàng năm:\xa0Căn cứ vào hiệu quả công việc cá nhân, bộ phận và tình hình kinh doanh của công ty. Thưởng đột xuất nếu có thành tích xuất sắc.     Show more Show less']"
96,Data Scientist,Cốc Cốc,"Hanoi, Hanoi, Vietnam ",IT Services and IT Consulting,Information Technology,Mid-Senior level,"['We are looking for a Data Scientist to join BI department with strong knowledge and experience in Analytics and Computer Science. The ideal candidate is adept at using state-of-art machine learning and data mining techniques, statistical analysis, and building high-quality prediction systems integrated with our products.  Furthermore, You will help us discover the information hidden in vast amounts of data, and make more intelligent decisions to deliver even better products. Our product’s growth with the scale of data creates a big opportunity and challenge for you to innovate using next generation technologies (AI and Machine learning). Last but not least, you will work with our best data engineering, data analysis to support you for your career building path.  JOB DESCRIPTION Exploratory data analysis: Collect and analyze data from our products, services, market, and our advertising system. Prepare reports that interpret our user behaviors, marketing trending, and product features. Utilize Analytic tools and implement scripts to test your proposal hypothesis Apply statistical and machine learning model to our CocCoc Product (Ad Department and Web Search Department): Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies. Implement appropriate Machine Learning algorithms and turn them into microservices in our production environments. Research the optimization solution for Ad Network: Research the ad allocation and ad matching over the AdNetwork. Perform analysis and design the hypothesis to optimize AdNetworks user experiences, revenue generation, ad targeting and other business outcomes  JOB REQUIREMENTS Required skills: 2-5 years working experience preferably as a Data Scientist or similar role in an IT company, University or Research Institute. Highly analytical with a heavy emphasis on data mining and data visualization (Problem formulation, Analytical ability, Synthesis). Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets. Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications. Experience with common data machine learning framework (tensorflow, scikit-learn, NLP, etc). Strong communication skills (good English communication skills is a plus). BSc in Computer Science, Mathematics or similar field; Master’s degree is a plus.  Nice-to-have skills: Knowledge or experience working on projects in Avertisement & AdNetwork, Online Marketing or Computer Science (NLP, Machine Learning).  HIRING PROCESS: Phone Screening > Home Assignment > Onsite Interviews > Offering Show more Show less']"
97,Python Developer (Trainee),Appota,"Hanoi, Hanoi, Vietnam",IT Services and IT Consulting,Information Technology and Engineering,Not Applicable,"['MÔ TẢ CÔNG VIỆC: Tham gia trực tiếp vào dự án: tìm hiểu, phân tích yêu cầu, phát triển hệ thống, review code. Phối hợp làm việc với team, đưa ra ý tưởng phát triển sản phẩm Nghiên cứu, tìm hiểu các công nghệ mới, giúp đỡ các team members Thực hiện các yêu cầu khác do leader giao YÊU CẦU: Sinh viên năm cuối ngành công nghệ thông tin hoặc chuyên ngành khác tương đương Có kiến thức cơ bản bất kì về ngôn ngữ nào phía hệ thống (nodejs, java, c#, golang, php,...) Có thể đi làm fulltime sau thời gian trainee (2 tháng) Có kiên thức cơ bản về python Có kiến thức nền tảng tốt Đam mê yêu thích ngành lập trình Thái độ ham học hỏi, máu lửa, chủ động QUYỀN LỢI THAM GIA DỰ ÁN Được đào tạo theo lộ trình cụ thể của công ty. Được training bài bản về ngôn ngữ bạn lựa chọn Được review code từ teamlead QUYỀN LỢI ĐẶC BIỆT TẠI APPOTA GROUP Có cơ hội trở thành nhân viên chính thức tại Appota (Lộ trình phát triển: Tranee → CTV → Nhân viên chính thức) Được miễn phí ăn sáng ăn chiều Được hỗ trợ dấu thực tập và nhận giấy chứng “siêu vip""_chỉ có tại Appota sau 2 tháng trainee Có cơ hội tham gia phát triển các dự án lớn với hàng triệu người dùng Thường xuyên tham gia các buổi teambuilding, hoạt động văn hóa tinh thần cho anh em trong công ty: CLB Yoga, CLB tiếng Anh, đọc sách,.. Cơ hội tham gia các buổi Master Talk, CEO Talk với sự giao lưu chia sẻ kinh nghiệm của các chuyên gia và CEO hàng đầu trong cùng lĩnh vực Môi trường cực kỳ năng động, vui vẻ và thoải mái. Nơi các bạn được thỏa sức sáng tạo và thể hiện đam mê, phát triển bản thân Địa chỉ: Tòa nhà LE Building, số 11 ngõ 71 Láng Hạ, Ba Đình, Hà Nội Show more Show less']"
98,Software Developer,Netcompany,"Ho Chi Minh City, Vietnam","IT Services and IT Consulting, Software Development, and Strategic Management Services","Engineering, Information Technology, and Consulting",Mid-Senior level,"['About the role  Netcompany are currently looking for ambitious seniors to join us on a permanent basis. You will join our strong and dedicated team based in Ho Chi Minh City, where you will have the opportunity to work with some of the most skilled software developers and IT consultants in Vietnam but also together with our technically skilled employees in Europe.  \xa0  As an employee in Netcompany you will also benefit from our large and global knowledge-based communities, Centers of Excellence. This covers a wide range of different knowledge groups, from specific technologies like .NET and Java to Architecture, Security and AI to name a few. Combined, they offer the chance to learn from the best across our different countries.  \xa0  Job Description  Analyze and understand business and technical requirements and work with clients across different domains and industries. Produce high-quality design deliverables that describes how the solution will accommodate business and technical requirements. Responsibility for larger functional and technical areas in the solution. Design, develop, and maintain efficient, reusable, and reliable code using best practices. Conduct continuous unit and manual testing and deliver high quality solutions. Work and collaborate in an agile international environment with experienced and skilled colleagues in Vietnam and Europe. Plan and organize your own work and accurately report issues and progress in a timely manner. Identify areas for own personal development.     Are you experienced, ambitious and ready to take your career to the next level?  Bachelor or Master degree within a relevant IT specialization Good English skills both in writing and verbally. At least 2-4 years of experience from a similar position. Strong understanding of object-oriented programming and data modelling. Experience in various design, architectural patterns and modern system development Open towards and able to quickly learn new technologies. Ability to work both independently and collaboratively as part of an international team Professional pro-active attitude, taking responsibility and initiative. Effectively estimate work and produce deliverables on time.     Why you’ll love working here  In Netcompany we focus on improving your skills while you work on different projects. Our career development program and model are essential to make sure that all our Developers keep improving continuously. Once you start working for Netcompany you are automatically enrolled in our Netcompany Academy and mentoring program, where we focus on different areas ranging from developing technical skills to more personal skills.  \xa0  In summary there are several reasons why you would love to work for Netcompany in Vietnam:  Clear Academy system and mentoring program to help you develop your career within Netcompany Performance appraisal twice a year to guarantee constructive feedback Professional Scandinavian working environment that values innovation, creativity and new ideas along with being supportive, fun and flexible Advanced technical solutions, agile culture and the opportunity to work with the latest technologies Attractive salary that is adjusted annually based on your performance along with an annual performance bonus Attractive Healthcare insurance program for you and your family. Annual company trip Various training on trending technologies, best practices, and soft skills Management and leadership are accessible and encourage input from employees. Working with a variety of clients and colleagues all over the world Social and sports activities hosted by Netcompany After Dark (Friday bar, go-kart, BBQ, escape room, football, badminton, table tennis etc.)     We are growing rapidly and to meet the expansion of our Vietnam office, we are recruiting qualified\xa0Developers with various technical competencies\xa0in\xa0Ho Chi Minh City.  \xa0  Sounds like something for you?  Either click the\xa0‘Apply Now’\xa0button or send your details directly to our recruitment team (recruitment.vn@netcompany.com) who will be able to help with any questions you may have.  \xa0  We are an equal opportunities employer and welcome applications from all suitably qualified candidates regardless of sex, race, age, religion, or ethnicity.  Show more Show less']"
99,Software Engineer,KAL,"Ho Chi Minh City, Vietnam",,,,"['Software Engineer  \xa0  Compensation and Benefits: Competitive\xa0  Location:\xa0Ho Chi Minh City     Job summary  As a member of our global engineering department, you will be responsible for creating a wide array of new and innovative products, while working in collaboration with customers, partners, and colleagues from our other global offices including Edinburgh, Istanbul, Sydney, Cincinnati, Chennai, Mumbai, Verona, Bucharest, Dublin, and Mexico City.  \xa0  Skills and experience required  ·\xa0\xa0\xa0\xa0\xa0\xa0Must be educated to degree level in Computer Science, Software Engineering, or other related engineering degrees  ·\xa0\xa0\xa0\xa0\xa0\xa0Good knowledge of Microsoft Windows  ·\xa0\xa0\xa0\xa0\xa0\xa0High proficiency in C++ and/or C#  ·\xa0\xa0\xa0\xa0\xa0\xa0Experience with UI technologies like Angular or React would be advantageous  ·\xa0\xa0\xa0\xa0\xa0\xa0Willingness to travel internationally, visiting various KAL offices and customer sites  ·\xa0\xa0\xa0\xa0\xa0\xa0Willingness to travel internationally  ·\xa0\xa0\xa0\xa0\xa0\xa03+ years of experience in a similar role is essential  ·\xa0\xa0\xa0\xa0\xa0\xa0Fluency in English is essential, as English is our working language. Other languages are highly desirable  ·\xa0\xa0\xa0\xa0\xa0\xa0Must currently have the legal right to live and work in Vietnam  \xa0  Core responsibilities  ·\xa0\xa0\xa0\xa0\xa0\xa0Dealing with multiple tasks and projects  ·\xa0\xa0\xa0\xa0\xa0\xa0Solving problems quickly and accurately  ·\xa0\xa0\xa0\xa0\xa0\xa0Showing creativity and interest in coming up with new ideas that improve our service and move our solutions forward  ·\xa0\xa0\xa0\xa0\xa0\xa0Interacting with a team of experienced and motivated people, offering guidance and recommendations for technical decision making, collaborating with the test team to validate and verify the quality of the solutions, preparing status reports, and updating your managers  ·\xa0\xa0\xa0\xa0\xa0\xa0Showing continuing commitment to a quality approach to software development by keeping track of the latest technology and design concepts  \xa0  About KAL\xa0  KAL is a fast-growing, privately-held technology company, which is leading the market for ATM software solutions. With clients in over 80 countries, our multinational workforce is the key to our success. This team allows us to understand local customer needs as well as the global challenges our suite of ATM software products needs to address to enable us to deliver the best in market products to the world’s leading banks.  \xa0  To apply, please send your CV and salary history to recruitment2@kal.com  Show more Show less']"
100,Software Engineer (Python/Cloud),WorldQuant,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Financial Services,Engineering and Information Technology,Entry level,"['WorldQuant develops and deploys systematic financial strategies across a broad range of asset classes and global markets. We seek to produce high-quality predictive signals (alphas) through our proprietary research platform to employ financial strategies focused on exploiting market inefficiencies. Our teams work collaboratively to drive the production of alphas and financial strategies – the foundation of a balanced, global investment platform.  Technologists at WorldQuant research, design, code, test and deploy projects while working collaboratively with researchers and portfolio managers. Our environment is relaxed yet intellectually driven. Our teams are lean and agile, which means rapid prototyping of products with immediate user feedback. We seek people who think in code, aspire to tackle undiscovered computer science challenges and are motivated by being around like-minded people. In fact, of the 600 employees globally, approximately 500 of them code every day.  WorldQuant’s success is built on a culture that pairs academic sensibility with accountability for results. Employees are encouraged to think openly about problems, balancing intellectualism and practicality. Excellent ideas come from anyone, anywhere. Employees are encouraged to challenge conventional thinking and possess an attitude of continuous improvement. That’s a key ingredient in remaining a leader in any industry.  Our goal is to hire the best and the brightest. We value intellectual horsepower first and foremost, and people who demonstrate an outstanding talent. There is no roadmap to future success, so we need people who can help us build it. Our collective intelligence will drive us there.  What You’ll Do  Develop backend application services and APIs. Integrate with AWS and external cloud services. Be an active member of an agile engineering team who is continuously looking to improve team performance. Automate CI/CD processes. Monitor and analyze platform reliability and performance and develop improvements. Work with leading cloud technologies (such as AWS, GCP). Work with leading open-source technologies (such as MySQL, PostgreSQL, ELK stack, Sentry, Redis, Git, etc.). Participate in periodic on-call duties.  What You’ll Bring  Passion toward software engineering and interest in running real-world applications at scale. Excellent coding skills, solid understanding of the broad Python ecosystem including Numpy, Pandas and Asyncio. Expertise in Python web frameworks such as Django, DRF, Flask and others. Demonstrated experience developing scalable and robust software. Experience with SQL databases (MySQL, PostgreSQL). Experience with microservices, caching tools, data visualization, log collection and aggregation, search, queuing systems. Experience with Linux environment and shell scripting. Bachelor’s degree in Computer Science or related discipline or equivalent job experience. Excellent debugging and problem solving skills.  Benefits  Competitive and attractive compensation package with clear career road-map – where you feel challenged everyday We offer a strong culture of learning and development: training courses, library, speakers, share and learn events Learn from who sits next to you! Working in WQ you are surrounded by smart and talented people Employee resources groups with strong diversity and inclusion culture Premium Health Insurance and Employee Assistance Program Generous time-off policy, unlimited sick days, re-creation sabbatical leave (based on tenure), Trade Union benefits for staff and family Team building activities every month: Local engagement events, monthly team lunch – Employee clubs: football, ping-pong, badminton, yoga, running, PS5, movies, etc. Annual company trip and occasional global conferences – opportunity to travel and connect with our global teams Happy-hour with tea break, snacks and meals every day in the office!  The position is based in Ho Chi Minh city.  Copyright © 2021 WorldQuant, LLC. All Rights Reserved. WorldQuant is an equal opportunity employer and does not discriminate in hiring on the basis of race, color, creed, religion, sex, sexual orientation or preference, age, marital status, citizenship, national origin, disability, military status, genetic predisposition or carrier status, or any other protected characteristic as established by applicable law.   Show more Show less']"
101,Senior Data Scientist,ZALORA Group,"Ho Chi Minh City, Vietnam",Internet Publishing,Information Technology,Mid-Senior level,"[""We are looking for an exceptional Senior Data Scientist to synthesize and leverage our data to understand our customers and improve our business.\xa0  As a Senior Data Scientist, you will work with cross-functional team members to identify and prioritize actionable, high-impact insights across a variety of core business areas. You will research, design, implement and validate cutting-edge algorithms to analyze diverse sources of data to achieve targeted outcomes. Additionally, you will help to manage and provide guidance to Junior Data Scienists in the team.     Responsibilities  \ufeff  Given the available data, perform analysis and identify potential problems that can be taken to improve company business. Work with cross-functional team members across different projects. Design and implement Machine Learning solutions to address the project’s problems.\xa0 Manage and provide guidance to Junior Data Scientists in the team.     Mandatory Skills and Experience Requirements     Having at least three years working experience in the field Getting knowledge of statistical and predictive modeling concepts, machine learning approaches, data mining, clustering and classification techniques, recommendation and optimization algorithms. Being proficient in any of the following programming languages: R, Python, Java, Scala. Being familiar with all popular libraries used in maching learning such as numpy, pandas, scikit-learn, nltk, fasttext. Being familiar with at least one popular deep learning frameworks such as Tensorflow, Pytorch, or\xa0Keras.io. Being familiar with AWS ecosystem (EC2, S3), and Google Cloud (Google Big Query) Being familiar with at least one database systems such as MySQL, MongoDB, AWS Redshift, or AWS Postgres.\xa0     Optional Requirements     Having a Master or PhD. Degree in Computer Science, Applied Statistics, Mathematics or a related Quantitative Discipline. Being familiar with Big Data (MapReduce, Spark) Having experience in working with Stream Data Having experience in working with Recommendation Engine, Object Detection, Image Classification, or Text Classification.\xa0     ZALORA Engineering     ZALORA is the leading e-commerce company providing fashion throughout South East Asia. ZALORA Engineering has teams in Singapore and Vietnam to serve millions of users in Malaysia, Singapore, Hong Kong, Taiwan, Indonesia, Philippines. This regional diversity presents a lot of interesting challenges that you and your colleagues will face. You will learn a lot by tackling these challenges.  ZALORA's e-commerce platform is built with love by the engineering team. The Ho Chi Minh office, 12 Ton Dan, D4 (ZALORA Group) focuses completely on engineering and sets a high standard for software development in the field of e-commerce. This team creates the tech stack that powers ZALORA's stellar shopping experience. This ranges from the online shop and the mobile apps to ZALORA's complex logistics solutions.     The ZALORA Story     ZALORA is Asia’s leading online fashion, beauty and lifestyle destination, part of Global Fashion Group. As one of the region’s pioneer large-scale ecommerce platforms, ZALORA has established a strong presence throughout the region, particularly in Singapore, Indonesia, Malaysia, Brunei, the Philippines, Hong Kong, and in Taiwan, enjoying over 50 million visits per month.  ZALORA is not obligated to accept resumes from any third parties on behalf of potential candidates for any position (advertised or otherwise) by any means, unless ZALORA has executed a written agreement with such third party and has expressly requested such third party for candidate referrals. Third parties who provide unsolicited resumes of candidate(s) shall waive and forfeit all rights to claim for any placement fees or referral fees in the event that such candidate is eventually engaged or employed by ZALORA or Global Fashion Group.  Show more Show less""]"
102,C++/VC++ Developer,HCL Vietnam,Hanoi Capital Region,IT Services and IT Consulting,Information Technology,Mid-Senior level,"['We HCL Vietnam Company Limited, (www.hclvietnam.com) is looking for C++/VC++ Developer as below requirement:     DUTY & RESPONSIBILITIES  Should be able to understand new requirements, write requirements documents. Design and implement the feature. Go through existing code and fix issues reported. Unit testing of the code written.     MAIN REQUIREMENTS  4+ years of relevant experience. Should be strong in C++/VC++. Exposure in the software life cycle process. Exposure to design pattern and threading. Experience in debugging techniques. Good communication skill. Experience in C# is good to have. Experience in the SEMI domain is good to have.     BENEFIT  Location: Hanoi Insurance plan based on full salary + 13th salary + Performance Bonus. 100% full salary in probation period. Medical Benefit (Personal) and Family based on levels. Working in a fast paced, flexible, and multinational working environment. Chance to travel onsite (in 49 countries). Internal Training (Technical & Functional). Scope of English Training. Working time: 9:00 AM - 6:00 PM from Mondays to Fridays. NO WORKING on Saturdays.     About HCL  HCL Technologies is a next-generation global technology company that helps enterprises reimagine their businesses for the digital age. HCL offer an integrated portfolio of products, solutions, services, and IP through our Mode 1-2-3 strategy built around Digital, IoT, Cloud, Automation, Cybersecurity, Analytics, Infrastructure Management and Engineering Services, amongst others, to help enterprises reimagine their businesses for the digital age.  With a worldwide network of R&D, innovation labs and delivery centers, and 150,000+ ‘Ideapreneurs’ working in 49 countries, HCL serves leading enterprises across key industries, including 250 of the Fortune 500 and 650 of the Global 2000.  Show more Show less']"
103,Software Engineer - Ho Chi Minh City Based,McKinsey & Company,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",IT Services and IT Consulting and Business Consulting and Services,"Consulting, Engineering, and Information Technology",Associate,"[""Qualifications  Experience in JavaScript, HTML, and CSS Experience with package managers (npm), task runners (Gulp, Webpack, Grunt), CSS processors (Sass, Stylus), and APIs (WebSocket) Familiarity with various JavaScript standards, libraries, frameworks, compilers, and transpilers including ES6, TypeScript, Babel, Web Workers, React, and Angular Ability to write high-quality, self-documenting code using test-driven development techniques Familiarity with testing and debugging processes, including unit testing and UI testing Passion for Linux and other open-source platforms  What You'll Do  You will work with our world-class engineering and program teams to build products and solutions.  In this role, you will work as a full-stack engineer to develop and maintain advanced features, tools, and applications according to the best practices in UI/UX, front-end to back-end development, and hybrid mobile application development. You will test and debug our ever-evolving product line to improve its speed, scalability, and usability across multiple browsers, devices, and web standards. You will stay on top of the latest JavaScript frameworks, libraries, and tools in order to apply them when necessary to solve challenges related to web and mobile development.  You will contribute to the architecture across the technology stack, from database to native apps. You will work with teams to create both rapid prototypes as well as full-scale applications by working collaboratively and iteratively through design and development to deliver fully functioning web-based and mobile applications that meet business goals.  Who You'll Work With  You will be based in our Ho Chi Minh City office as part of Build by McKinsey which brings together the best of McKinsey’s digital capabilities to help our clients use digital technology to transform their businesses.  As part of this group, you’ll join a global team working on everything from IT modernization and strategy to agile, cloud, cybersecurity, and digital transformation. You’ll typically work on projects across all industries and functions and will be fully integrated with the rest of our global firm.  You’ll also work with colleagues from across McKinsey & Company to help our clients deliver breakthrough products, experiences, and businesses, both on technology and non-technology topics.  Our office culture is casual, fun, and social, with an emphasis on education and innovation. We have the freedom to try new ideas, experiment and are expected to be constantly learning and growing. There is also a strong emphasis on mentoring others in the group, enabling them to grow and learn.  OUR TECH STACK  While we advocate for using the right tech for the right task, we often leverage the following technologies JavaScript, TypeScript, React.js, Angular.js, Next.js, Vue.js, Python, Java, C#, NodeJS, SQL, MongoDB, AWS, Azure, GCP, and more!  ONLY AT MCKINSEY  You’ll have a seat at the table you will participate in cross-functional problem-solving sessions with your team and our client’s leaders that will drive their entire digital strategy. You’ll work in a variety of different industries and technologies Every project will be different; you’ll learn something new every day. You’ll have an impact beyond the product you are working on Often, we are helping clients not only build the products they envision but also the teams and engineering cultures to scale them. You will be able to build your own path Regardless of what background you join us from, you will have the opportunity to learn and grow in the areas you are most interested in. Show more Show less""]"
104,Junior C++ Developer,Gameloft,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Mobile Gaming Apps,Information Technology,Entry level,"['Company Description  Are You Looking For a Fun Place to Work?  Join The Game!  Leader in the development and publishing of games, Gameloft® has established itself as one of the top innovators in its field since 2000. Gameloft creates games for all digital platforms, two of which are featured in the “Top 10 iOS Games by All-Time Worldwide Downloads” from App Annie. Gameloft operates its own established franchises such as Asphalt®, Order & Chaos, Modern Combat and Dungeon Hunter and also partners with major rights holders including Disney®, LEGO®, Universal, Illumination Entertainment, Marvel®, Hasbro®, Fox Digital Entertainment, Mattel® and Ferrari®. Gameloft distributes its games in over 100 countries and employs 4,600 people worldwide. Every month, 114 million unique users can be reached by advertisers in Gameloft games with Gameloft Advertising Solutions, a leading B2B offering dedicated to brands and agencies. Gameloft is a Vivendi company.  All trademarks referenced above are owned by their respective trademark owners.  Job Description  As a member of Gameloft’s top-level engineering team in Gameloft Studios, your day-to-day work consists of  Programming, debugging and optimizing codes to create and port video games on a wide range of mobile phones. You will take part in projects involving various Gameloft studios around the world such as US, France, Korea, Japan…, and will work closely with project managers and other departments of the studio such as quality assurance, game design, and graphic art to deliver high-quality mobile games for international markets in Europe, Asia, America,…  Qualifications  C++ programming & OOP knowledge Good logical thinking & self-learning skills Have a passion for programming, especially mobile game programming Fresher/Experienced profiles are both welcomed (fresh newcomers will be trained before working) Local Vietnamese candidates only English proficiency is an advantage  Additional Information  Recruitment Process  (1) 20-minute Call. Only qualified candidates will be contacted by our recruiters, (2) Test (duration is TBD, depending on your profile), (3) 1-hour Interview, (4) Offer.  Work Location and Hour  Work location 26 Ung Van Khiem, Binh Thanh, HCMC (hybrid working model). Work hour 0830 A.M. - 0600 P.M, Monday to Friday.  What We Offer  An attractive salary, with Tet Holiday bonus (""13th-month salary""), and other performance bonuses paid every 2 quarters, or on the spot. Full coverage of SI, HI, UI, and extra insurance (PTI). A hybrid working model. A range of policies to support employees physically, mentally and emotionally while working from home. A dynamic workplace environment, with over 18 nationalities, where hundreds of world-renowned game titles (Asphalt, Minion Rush, Modern Combat, Dungeon Hunter etc.) were born. An open-space office, a cafeteria, a terrace and a Gaming Area. Other benefits from ""One of the best companies to work for in Asia 2021"" (#HRAA2021).  Application  Send your CV and cover letter (optional) to sai-recruitment@gameloft.com, titled C++_Your full name or apply here via SmartRecruiters.  Find Out More About Us  Facebook (Gameloft SEA) www.facebook.com/gameloftsea Website (Gameloft SEA) www.game-sea.com Show more Show less']"
