,title,company,place,industries,job_function,seniority_level,description
182,Backend Engineer - Data Infrastructure,Sky Mavis,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Software Development,Engineering and Information Technology,Entry level,"[""About The Role  We are responsible for building a centralized cloud data analytics platform using open source technologies that will be used by our internal team. The goal is to democratize data, support the company’s critical business needs, provide reporting and analytics self-service tools to fuel existing and new business-critical initiatives.  Your day to day might include:  Partner closely with internal stakeholders to gain a strong understanding of business and product data needs. Develop technical tools and programming that leverage big-data techniques to cleanse, organize and transform data and to maintain and update data structures and integrity on an automated basis. Design, build and support scalable and reliable data solutions that can enable self-service reporting and advanced analytics. Build tools to automate the monitoring or workload and take proactive measures to scale the platform or to fix the problem.   Requirements  You may be a good fit, if these points tick:  You're proficient in Python. Experience with Rust/Go is a big plus. Experience working with public cloud such as AWS, GCP is a plus. Implementation knowledge in any of the following technologies: Spark, Kafka, Postgres, Cassandra/Scylla, Redis, Elasticsearch. You learn quickly and adapt to new principles and ideas. You're a team player and can work closely with the rest of our team.   This is neither an exhaustive nor necessary set of attributes. Even if none of these apply to you, but you believe you will contribute to Sky Mavis, please reach out.  Benefits  Front row seat to one of the most exciting blockchain projects that make positive impacts in changing many people’s lives globally  A fast-paced, young, active, and fun working environment where everything revolves around games and cute species  A competitive salary package that fit your skills, experiences, and contributions  Give you freedom & ownership to your work  Embrace your nature as a gamer (Why else would you want to join us?)  You’ll acquire new skills as we usher in a new era of ownership.  Help you to give your family the security that they deserve Show more Show less""]"
183,Software Apprentice,Dwarves Foundation,Vietnam,,,,"['Dwarves Foundation is an innovative tech firm. We build and ship top-notch software to resolve business problems through impactful tech solutions.     Dwarves Foundation Apprenticeship 2022\xa0is a\xa06-month fully paid work-study-train program\xa0designed primarily to provide mid-level and above software engineers with splendid software development practices, strong professional skills, and work ethics.     Opening to mid-level or above software engineers anywhere.  ▪️ Have at least 1 year of experience as a software engineer  ▪️ Look for full time & fully paid apprentice positions  ▪️ Seek an environment to upgrade tech skills & make top-notch software  ▪️ Build up teamwork mindset & fine-tune soft skills  ▪️ Ready to figure out the next moves in their software career  Show more Show less']"
184,Junior Developer,Bray Leino Splash (formerly Splash Interactive Group),"Ho Chi Minh City, Vietnam",Public Relations and Communications Services,Marketing,Entry level,"[""Junior Magnolia Developer  Bray Leino Splash  Vietnam  USD$500-1500  A little about us…  Bray Leino Splash is a full-service digital marketing agency dedicated to combining strategy, user experience, visual design and technology to drive tangible business results for our clients.  We’re a 19-year-old full service digital marketing agency headquartered in Singapore, with offices in Vietnam, Malaysia, Hong Kong and Shanghai.  From good intuitive design to innovative applications, complex backends and platforms, we combine strategy, user experience, visual design and code to ensure our Clients not only navigate but make waves on all digital media.  Bray Leino Splash is also part of UK-based The Mission Group, host to 17 entrepreneurial, founder led Agencies with 31 offices that include integrated, multi-discipline, multi-sector Agencies, specialists in specific marketing/communications activities and specialists in particular market sectors.  Great Reasons To Join Us:  Competitive salary based on experience level Extended health care include family Company funded training & certification 5-day work week Company performance bonuses (13th month etc)  The Job  The Java Developer will join an experienced team and be tasked with guiding the team to deliver to its full potential. The KPIs for the role will be as follows:  · Project Delivery - Java development & delivery for Magnolia/Jira projects  · Staff Accreditation – training and certification for Magnolia/Jira  · Client Satisfaction – java development productivity and quality  · Sales Support – java project scoping and estimates  · Research – new technology investigation & prototype creation  As Java Developer, you will:  · Develop web applications and components on Magnolia/Jira  · Participate in all phases of the development life-cycle  · Write well-structured, efficient, clean and testable source code  · Assists in technical scoping and estimates during the pitch process  · Keeps project manager well informed of status of development effort.  · Resolve and/or escalates issues in a timely fashion  · Train and certify as a Magnolia/Jira developer  · Perform other tasks as requirement by management  Your Skills and Experience  Must have:  2+ years’ experience working in Software Development Solid experience with Java, MySQL, MS SQL, and web technology Experience with OOP, design patterns, software development best practices (agile preferred) and versions control platforms Experience in JavaScript (jQuery/Vanilla), HTML Excellent in problem-solving and analytical skills. English communication skills (both verbal & written), especially in the global software development environment.  Nice to have:  Experienced in Magnolia/Jira development is a plus. Certified in Magnolia/Jira is a BIG PLUS.  Why You'll Love Working Here:  Nice and friendly working environment. Lots of interesting and challenge projects to work on. Opportunity to use most updated and newest technologies; Train, practice and improve in new technical knowledge Relaxed working environment with in-house entertainment facilities (football), coffee and snack (instant noodles, cookies, candies…)  Show more Show less""]"
185,IT Systems Engineer,Bray Leino Splash (formerly Splash Interactive Group),"Ho Chi Minh City, Vietnam",Advertising Services,"Management, Art/Creative, and Project Management",Mid-Senior level,"['A little about us…  Bray Leino Splash is a full-service digital marketing agency dedicated to combining strategy, user experience, visual design, technology and integrated work to drive tangible business results for our clients.     We’ve been in business for 19-years; headquartered in Singapore, with offices in Malaysia, Hong Kong, Shanghai and Vietnam. We work with clients throughout the Asia Pacific  From good intuitive design to innovative applications, complex backends and platforms, we combine strategy, user experience, visual design and code to ensure our Clients both navigate and thrive in an increasingly digital world.     Bray Leino Splash Interactive is also part of UK-based The Mission Marketing Group, host to 16 entrepreneurial, founder led Agencies with 25 offices that include integrated, multi-discipline, multi-sector Agencies, specialists in specific marketing/communications activities and specialists in particular market sectors.     What will I be doing?  We are looking for a IT Systems Engineer to take responsibility for:  • Maintain, troubleshoot & support corporate cloud infrastructure (Azure, AWS, Office365).  • Maintain, troubleshoot & support client cloud infrastructure Azure & AWS  • Maintain, troubleshoot & support CI/CD infrastructure  • Execute deployment of websites with various CMS such as Drupal, Kentico, Sitefinity, Sitecore  • Serves as the IT point of contact and accountable for the IT portion of office inventory, data communications solutions, network and laptop equipment.  • On-call support for 24x7 coverage as rostered     What will I need?  Must have:  • Professional business English  • Degree in IT / computer sciences or equivalent  • Experience in cloud service (AWS, Azure, Office365)  • Experience with systems and IT operations (DNS, IIS, Apache, Ubuntu, Windows Server, etc)  • Resourceful, strong problem-solving skill with the abilities to work independent and able cope with pressure  • Must be adaptable, self-motivated, solution oriented and eager to learn new technology     Nice to have:  • Any CMS knowledge  • On-call IT Support experience  • Knowledge about Containers (Docker)  • Any Cloud certification is a big plus     And in return…  • International environment  • Support Laptop or Macbook  • Opportunity to practice on most of cloud such as: Azure, AWS, Office365  • Company paid certifications  • Competitive salary (based on qualifications and experience)  • Extended health care includes family  Show more Show less']"
186,Senior Data Engineer,Robert Walters,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Staffing and Recruiting,Information Technology,Associate,"['An exciting Senior Data Engineer job has arisen in a leading technology leader in Ho Chi Minh City Vietnam.  About The Senior Data Engineer Role  In this critical role, you will be in data services team. You will be responsible for building and maintaining data infrastructure of the company.  Key Responsibilities  Work closely with engineering teams to help to build data solutions Design, evaluate and implement framework, platform and architecture that can adequately handle the needs of a rapidly growing data driven company Design and build both batch and real-time data pipelines for various data sources: API, flat files, databases, etc. Prepare data and work with Data Scientist for projects and design and build scalable / low latency AI-powered systems Build, maintain, optimize and working with other teams to continuously improve the data warehouse, infrastructure cost to keep it at the reasonable level  To succeed in this role, you need to have cooperative, open, and data driven mind. Considering their start-up and international environment, it is a bonus point if you are flexible and open for new challenges.  Key Requirements  At least three years of solid experience in data engineers. Knowledge of various topics in the data domain (e.g. platforms, analysis, ML, etc) Strong programming skill (e.g. Python…) Knowledge and experience in cloud-base infrastructure (e.g. AWS, GCP); relational database and NoSQL database (e.g. MongoDB) Open mindset on learning, problem-solving Good English communication  This business results in a dynamic, fun and fast pace with strong commitment to bring the best values. The scope of the offer, the size of the business, the freedom and autonomy to drive your career forward all add up to a great place to work.  If you are driven, determined and want to take the next step in your career, this is the role for you. Great career progression opportunities await the right person in this exciting job.  Apply today or call me to discuss this new opportunity.    Due to the high volume of applications we are experiencing, our team will only be in touch with you if your application is shortlisted. Show more Show less']"
187,Junior NodeJS/TypeScripts,GeoGuard,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",IT Services and IT Consulting,Other,Not Applicable,"[""At GeoComply, our mission is to empower the future of digital trust. We operate at the center of a new generation of cybersecurity companies, leveraging today's geolocation data to make better risk-based decisions. Working as a critical piece of the security infrastructure for some of the world’s largest tech companies like DraftKings, FanDuel, the BBC and Akamai, we are the global market-leader for compliance-grade geolocation data and a critical piece of the decision engine. We have big plans in the next few years, including a targeted US IPO and various M&A opportunities.  At the heart of it all is people - we are deeply committed to creating and sustaining a world-class experience for our employees, customers, and partners.  Job Summary  A Backend Developer plays an integral role in GeoGuard’s success by developing and maintaining GeoGuard’s indoor geolocation product, PinPoint. Reporting to the Technical Product Manager, and taking daily direction from the Development Lead, the position contributes to the implementation process of features and solutions. The role looks for someone who takes ownership of their projects while maintaining an open line of communication with the Development Lead, Product Managers and QA teams.  Our ideal candidate has at least 3 years of experience with backend web development, with a focus on real-time microservices. You have in-depth knowledge of using Node.JS and TypeScript. As someone with a strong interest in software development, you may also have experience with other technologies such as Bash Scripting, MySQL and MongoDB. Besides good communication and interpersonal skills with your co-workers, you also enjoy working with multiple teams located in other offices across the world.  What You Will Be Doing  Research new features, analyze requirements, estimate implementation; design software; code reviews; document solutions. Ability to convert business level requirements into technical specifications. Design your own solutions to given problems, taking operational requirements into consideration. Consistently write clean, readable code with repeatable high quality results. Assist Quality Assurance Teams in preparing unit tests and checking software deliverables. Fully understand the life cycle of product development. Communicate technical ideas to a variety of audiences including non-technical stakeholders. Build and maintain relationships with key people in the organization. Actively seek to share technical expertise with others. Follow the best practices and process established in the team. Understand the company's vision, goals and strategy. Actively contribute to the achievement of the goals and execution of the company’s strategy.  About You  1 or more years of experience in a similar role. Proven history of creating high quality products from conception to deployment at scale. Proven ability to architect real-time distributed systems, for critical high-availability services. Extensive experience with Node.JS/TypeScript within a service-oriented-architecture environment. Experience developing in PHP Laravel is a plus. Knowledge of technologies such as Bluetooth Low Energy (BLE), UWB, WiFi, GPS, GNSS is welcomed. General knowledge in Golang, Bash Scripting, Python, PHP, MySQL and MongoDB is a plus. Experience in working in and adhering to short, agile, iterative development cycles. Familiar and comfortable using Linux based systems. Great with version control systems such as Git and continuous integrations such as Jenkins. A true team player with great communication and interpersonal skills. You have experience mentoring other developers, including coaching and knowledge sharing. You value working on top performing teams and strive to continuously improve engineering and team practices. Results-oriented with a history of consistently meeting deadlines. Bachelor’s degree in Computer Science, Engineering or equivalent experience. Excellent written and spoken technical English.  Our IDEALS  Impact. At GeoComply your voice matters and your work and ideas have a direct impact on our business. Dynamic. We are a hyper-growth company with a fast-paced work environment that propels your professional and personal growth. Exposure. We have a flat hierarchy so you work closely with our executives and contribute to projects across teams. Acceptance. We believe in equal opportunity for all and welcome your unique contribution. Learning. We provide extensive training to our people so that you can develop new skills and achieve your career goals. Support. We help each other so that you feel supported and free to do your best work.  Our Benefits  Competitive Salary: High salary and attractive bonus system (13th month, business performance, dividend and internal shares program) Learning & Development: We provide an annual budget equal to 1-months’ salary that can go towards professional or personal development or sport. Equity Plan: As employees of GeoComply, we’re all “owners”. Our unique equity and bonus plans give you the opportunity to share in our company’s success. Fast career path within the company. Premium healthcare insurance (Bao Viet/Liberty) 20 days annual leave Weekly English classes with a native teacher Modern stand-alone office building in the center of Saigon. Free motorbike parking. We're always stocked up on snacks and coffee and have free lunches monthly Frequent social and team-building events  At GeoComply, we live our value of building it right. Our workplace is built on mutual respect and inclusion. We know that diversity of experience and thought has led to connection, innovation, and our company’s success. We welcome applicants of all backgrounds, experiences, beliefs, and identities.  Now What? Send us your resume and a cover letter. We Can’t-Wait To Meet You. Show more Show less""]"
188,Senior Data Engineer (0809),Techcombank (TCB),Ho Chi Minh City Metropolitan Area,Banking,Information Technology,Associate,"[""Job Purpose  The job holder is responsible for designing and developing programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from disparate sources and implement complex business logic as needed with the available data processing tools. The job holder will be responsible for integrating new data sources to increase throughput of existing systems, managing data pipelines that facilitate robust analysis, and sourcing và preparing data to ensure data completeness on metadata platforms.  Key Accountabilities (1) Data Architecture  Deliver functionality required for business and data analysts, data scientists and other business roles to advance the overall analytic performance and strategy of the bank Build the best practices and strategies for data infrastructure to fulfill data analytic and utilization needs of the business with emerging latest technologies and capabilities. Proactively drive the effort of identifying opportunities to manage data and provide solutions for complex data feeds within the bank. Evaluate various data architectures in the bank and utilize them to develop data solutions to meet business requirements. Drive the delivery of data products and services into systems and business processes in compliance with internal regulatory requirements. Oversee the review of internal and external business and product requirements for data operations and activity and suggests changes and upgrades to systems and storage to accommodate ongoing needs.  Key Accountabilities (2) Data Integration  Strategically obtain and integrate data and information from various sources into the firm’s platforms, solutions and statistical models. Lead discussion with Data Scientists to understand the data requirements and create re-usable data assets to enable data scientists to build and deploy machine learning models faster. Design, build, and maintain optimized data pipelines and ETL solutions as business support tools in providing analysis and real time analytics platform for critical decision making. Ensure data assets are organized and stored in an efficient way so that information is high quality, reliable, flexible, and efficient.  Key Accountabilities (3) Project Management  Manage project conflicts, challenges and dynamic business requirements to keep operations running at high performance. Work with team leads to resolve people problems and project roadblocks, conduct post mortem and root cause analysis to help squads continuously improve their practices to ensure maximum productivity.  Talent Development  Mentor and coach junior fellows into fully competent Data Engineers. Identify and encourage areas for growth and improvement within the team.  Key Relationships - Direct Manager Team Lead, Data Engineering; Senior Manager, Data Engineering  Key Relationships - Direct Reports  Key Relationships - Internal Stakeholders Teams within the Data Office and relevant departments in the Bank  Key Relationships - External Stakeholders Partners providing professional services  Success Profile - Qualification and Experiences Qualifications  Bachelor's or Master’s degree in Statistics, Mathematics, Quantitative Analysis, Computer Science, Software Engineering or Information Technology  Work Experience  7+ years of relevant experience with developing, debugging, scripting and employing big data technologies (e.g. Hadoop, Spark, Flink, Kafka, Arrow, Tableau), database technologies (e.g. SQL, NoSQL, Graph databases), and programming languages (e.g. Python, R, Scala, Java, Rust, Kotlin) with preference towards functional/trait oriented English proficiency requirements are pursuant to Techcombank's policy Deep experience in designing and building dimensional data models, ETL processes, applied data warehouse concepts and methodologies, optimized data pipelines and wore the architect hat in the past or worked with one extensively Deep experience with monitoring complex system and solving data and systems issues having a consistent and algorithmic approach to resolving them Deep understanding of Information Security principles to ensure compliant handling and management of all data Experience working in Agile teams to lead successful digital transformation projects, having mastered Agile principles, practices and Scrum methodologies Has the know-how and the scripting and coding prowess to set up, configure và maintain a machine learning model development environment Experience architecting, coding and delivering high performance micro services and/or recommenders delivering recommendations to (tens of) millions of users Show more Show less""]"
189,Sr. Data Engineer,Fortna,"Hanoi, Hanoi, Vietnam","Transportation, Logistics and Storage",Information Technology,Associate,"['Overview  The Data Engineer is a key member of the Fortna Warehouse Execution System (WES) data team that design usable data models and build robust & dependable data pipelines where both batch & streaming process are leveraged to meet the latency requirements for the business.This position plays a vital role in building the Data Platform, Business Intelligence, and Data product capability of the FortnaWES software product.  Responsibilities   Evaluate business and technical domains to produce representative logical and physical data models. Build data models with the flexibility to change when business requirements change. Reconcile multiple logical source models into a single, logically consistent enterprise model. Develop and automate large scale, high-performance data processing systems (batch and/or streaming) to drive business growth and improve the product experience Develop data stores, including warehouses, data lakes, data marts, etc., to support the BI and operational research initiatives. Build scalable data pipelines leveraging orchestration framework Improve data quality by researching, using & improving tools to automatically detect issues Define modeling standards, guidelines, best practices and approved modeling techniques. Employ initiative, professionalism, and self-discipline in daily interactions.   Qualifications  REQUIRED QUALIFICATIONS:   Five-plus years of relevant industry experience Bachelor’s and/or master’s degree, preferably in Computer Science, or equivalent education and experience Proven capability for managing data migrations between software products and custom apps Experience with pipeline tools such as Nifi, Airflow Experience in deploying dbt/airflow workflow is a plus Experienced with Extract-Transform-Load (ETL), Extract-Load-Transform (ELT), and Discover-Access-Distill (DAD) processes Extensive expertise in multidimensional data modeling, start schemas, snowflakes, normalized and de-normalized modes, and Kimball methodologies Strong negotiation and consensus building abilities Exceptional ability to communicate in a written, spoken, or visual manner at all personnel levels   DESIRED QUALIFICATIONS:   Demonstrated real-world execution implementing data warehouses and data lakes Familiarity working with open-source Linux-based technologies Verifiable record of building an enterprise analytics capability from greenfield Fluent in Vietnamese and English Able to travel internationally on an occasional basis   What We Do  About Us  Headquartered in Atlanta with locations globally, Fortna is an award-winning, end-to-end design-build firm whose expertise spans over seven decades of service. Founded in 1946, we provide strategy, automation design & systems integration, and warehouse execution software to the world’s most recognized brands.  What Sets Us Apart  At Fortna, our three mission-critical pillars connect our people across the globe and help distinguish us as a leader in the marketplace.   Our PEOPLE are at the heart of everything we do. We are guided by a set of business principles and ethics that are baked into the excellence we bring to each project from start to finish. Our PASSION unites our Associates through our shared passion and commitment to integrity, hard work, and a collaborative approach. We love what we do, and it shows. We PROMISE to be accountable, act with integrity, and deliver results for our clients. Our diverse team of global Associates work as “One Team” to deliver on our promises to Clients.   What You Can Expect  Perks and benefits: At Fortna, our people are everything – so the perks and benefits you’ll receive from being part of the Fortna team are generous. From competitive compensation packages and health insurance offerings to Associate-led committees created to drive positive change, the employee experience at Fortna is truly unmatched.  Talent Development: We believe every Associate deserves the resources and support to grow and thrive. That’s why a career at Fortna comes with powerful professional development opportunities. Learn directly from the industry’s best and brightest. Our training, mentoring and on-the-job experiences are designed to enhance your skillset – preparing you for increasingly challenging roles and accelerating your career. Show more Show less']"
190,Senior Data Engineer,Global Fashion Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Internet Publishing,Information Technology,Associate,"['Global Fashion Group (GFG) is the leading fashion and lifestyle retail destination in Asia Pacific, Latin America and CIS. We connect over 10,000 global, local and own brands to a market of more than one billion consumers through four established e-commerce platforms: THE ICONIC, ZALORA, dafiti and lamoda. Through an inspiring and seamless customer experience enabled by our own technology ecosystem and operational infrastructure, we are dedicated to being the #1 fashion and lifestyle destination in our markets. With 17 offices and 10 fulfilment centres across four continents, GFG proudly employs a dynamic and diverse team with deep local knowledge and expertise. In 2019, GFG delivered more than 34 million orders to over 13 million active customers.\xa0    ABOUT THE FUNCTION    At GFG, technology is core to long-term success and is a crucial enabler of a great customer experience. We are a mix of experts in fashion, logistics, data analytics, marketing and design, guided by business consultants and tech geniuses - everyone contributes to the success of GFG.    We are looking for a Senior Data Engineer to join our team:\xa0    ABOUT THE ROLE\xa0    Work daily to scale machine learning problems. For this purpose, you are expected to be involved in the process of collecting, storing, processing, and analyzing data generated from our database, in addition to joining our data scientists in the design of machine learning models. Work in a diverse, international setting with teammates who are experts in various topics. We often conduct workshops to improve our individual skill sets, and to improve our workflow as a team. The role is based in our Vietnam office.  THE IMPACT YOU’LL MAKE\xa0    Data at GFG never stops growing and the team also never stops learning, innovating and expanding so that we can bring in or build the latest and best tools and technologies. In this role, you will be able to create strategic data models, develop and maintain data architecture used to power high-impact business initiatives that contribute to the overall growth and strategy for GFG.    WHAT\xa0 WILL YOU BRING TO THE TEAM    Bachelor or Master degree in Computer Science or a related technical discipline  Be familiar with:    Data structures & algorithms Data modelling Basic machine learning algorithms Following languages: SQL, Python, R, Java/Scala Any of the following databases: MySQL, PostgreSQL, MongoDB, HBase, Cassandra, Redshift Cloud technologies: AWS, GCP (BigQuery)  2. Be knowledgeable in:    Object oriented design and design patterns Large-scale distributed systems Hadoop, Spark and Pandas or similar processing engines Jupyter Notebook or Zeppelin Apache Airflow, Apache Superset  3. Good to have:    Knowledge of data visualization Good background in statistics Knowledge in data analysis, data mining, or machine learning Experience working with big data  WHAT WE OFFER YOU    The unique opportunity to have a serious impact on a growing organisation; A dynamic working environment shaping the face of fashion e-commerce in growth markets Significant career growth opportunities in a fast-growing business, gain working exposure in the 20+ countries across the group Work closely with a global talent pool with international mindset\xa0  Apply today and join GFG in this exciting role shaping the face of fashion e-commerce! \xa0    Global Fashion Group embraces diversity and equality of opportunity. We are committed to building an inclusive and diverse team representing all backgrounds, with as wide a range of perspectives as possible, and harnessing industry-leading skills. We believe that the more inclusive we are, the better our work will be. We welcome and consider applications to join our team from all qualified candidates, regardless of their characteristics. We comply with all applicable laws and regulations on non-discrimination in employment (and recruitment), as well as work authorization and employment eligibility verification requirements.    Show more Show less']"
191,Intern Cloud Engineer,DXC Technology,"Ho Chi Minh City, Vietnam",IT Services and IT Consulting,Information Technology,Internship,"['Benefits:  Intern Monthly Salary 5.000.000 Vnd Free Training Plan, Training Courses, DXC University Account Mentor 1:1 Working At Home Internship Confirmation Letter     Program length: 3 months  ••• Training hour: Monday through Friday, 9:00AM – 6:00PM  •• Address: Etown 5, 364 Cong Hoa, Ward 13, Tan Binh District, HCMC  •- Working from home  •- Start to work on the day as request from DXC after passing interview  •REQUIREMENTS:  New graduated students from Colleges/Universities specialized in Information Technology English Level: Intermediate with good communication and teaming skills Strong analytical and problem-solving skill Coding capability with PowerShell, Python, Bash or Shell scripting Knowledge of traditional network, firewalls, and load balancers. Knowledge of Clouds: AWS, Azure or GCP and OS administration Windows/Linux/Unix Full-time participation is required     BINDING CONTRACT (NGHĨA VỤ) :  •Commit to work full time and do not drop the internship  •Commit to work for DXC 2 years after finishing the internship  Show more Show less']"
192,(Remote) Junior Frontend Developer,Employment Hero,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Human Resources Services,Engineering,Associate,"[""Employment Hero (https://employmenthero.com/) is an Australian tech unicorn - valued at over $1 billion. Our world-class software is the easiest way for small to medium-sized businesses to manage HR, payroll, employee engagement, and benefits. We’ve grown 100% year on year since inception, and expanded globally in late 2020. We now service over 80,000 businesses and we will continue to grow rapidly in 2022 and beyond. We use cutting-edge technologies available at the time and we are looking for Junior Frontend Engineers to join our engineering team to help us move forward.  Having expanded globally in late 2020 we will continue to grow rapidly and beyond. We believe in distributed employment and take a ‘Remote First' approach with our team. We don't mind if you live in Hanoi, Ho Chi Minh City or anywhere in Vietnam, if you've got the skills for the role and the passion for our mission then we want to hear from you.  As a Junior Frontend Software Development Engineer, you will  Develop product features and collaborate with colleagues in design, product and engineering. Write automated tests for your production code. We are a multinational company, you will work with international colleagues around the world.   Requirements  We’d love you to have  Experience working as a mindful Frontend Software Development Engineer Good understanding of data structures, algorithms and object oriented programming Basic competency in HTML, CSS and JavaScript Passion about learning, respect and challenge your peers You welcome being challenged Good communication skills in Vietnamese and English BS in Computer Science, CIS, Software Engineering or related degree   It's great, but not required if you have  You have experience in or willing to learn React Practical knowledge of agile software development methodologies Experience writing unit tests   Benefits  We also have a great range of perks:  Remote and flexible working time 20 annual leave days 1 Leisure Rules day Fully compliance with Vietnam Labor Code and Social Security is based on full salary Top private healthcare package (Included your spouses and children) USD 500/ annual/ person for books/ tech conferences/courses USD 500/ annual/ person for English learning A generous budget to spend on setting up your home office (if you need a desk, chair, screen? You name it!) We set you up for success with the latest and greatest hardware, tools and tech Parking fee funded by company Lunch allowance for every working day Australian Trip for who are eligible Very attractive Referral Bonus Employee Share Option Program: be an owner of Employment Hero!   Why join Employment Hero?  LinkedIn Top 25 Startups 2021, ranked #2 in Australia Raised $140M Series E round led by Insight Partners July 2021 Raised $45M Series D round led by Seek 2021 Raised $22M Series C Round led by Seek July 2019 Raised $8 mill series B round led by Seek and OneVentures Deloitte Technology Fast 50 2020, ranked #42 in Australia LinkedIn Top 10 Startups 2020 Deloitte Technology Fast 50 2019, ranked #20 in Australia GetApp Category Leader Q1 2019 Deloitte Technology Fast 50 2018, ranked #12 in Australia HRD Gold Medalist - Human Capital Management Systems 2018 HRD Gold Medalist - Rewards and Recognition Service Provider 2018 HRD Rewards and Recognition Employer of Choice 2018 LinkedIn Top 25 Startups 2018 EY Entrepreneur of the Year National Finalist 2018 Dynamic Business Top 10 Entrepreneurs, our CEO Ben Thompson ranked #2 BRW Most Innovative Companies 2015 Anthill Smart 100 List 2015 Startup Daily Top 50 Emerging Leaders 2015 HRD Employer of Choice Award 2015 Aon Hewitt Best Employers 2013 Show more Show less""]"
193,Python Developer,Evizi,"Ho Chi Minh City, Vietnam",,,,"[""Job Description  Requirements analysis and design. Code migration to Python programs. Feature development and testing. Deployment and maintenance.  Job Requirements  Proven experience as Python developer or relevant position. Proven experience working with both Python 2.7 or 3.x. Experience of SQL with Pandas, Excel, CSV and Python related technologies. Experience working with Oracle, PostgreSQL and SQL tools. Experience with Greenplum is a big advantage. Understanding business logic written in SAS is desired. In depth understanding of software development and best practices. Experience with CI and DevOps (Jenkins, EC2, Docker, Kubernetes). Proven experience working with GIT (GitHub/Bitbucket). Excellent diagnostic and problem solving skills. Excellent communication ability. Have a good command of English. Keep pace with quick changes. Candidates are Vietnamese people.  Work Place: Ho Chi Minh, Da Nang, Ha Noi.  Benefits and Incentives  Opportunity to travel to client sites in the Silicon Valley and other interesting locations\xa0 Competitive salary\xa0 Annual salary review\xa0 Laptop support policy 13-month salary\xa0 Overtime salary Five working days per week Social insurance contribution according to high salary Excellent Benefits: holiday bonus, birthday gift, team building, health care examination, big annual year-end party every year, sport activities, ... Dynamic and comfortable working environment.  Please send resume and cover letter to\xa0careers@evizi.com\xa0explaining why you're a good match for this position.        Show more Show less""]"
