,title,company,place,industries,job_function,seniority_level,description
35,Data Engineer,BeepBeep!,"Ho Chi Minh City, Vietnam",,,,"[""• Bachelor's or advanced degree in IT/ Statistics/ Math or related fields.  • More than 3 years of experience in data technology.  • Knowledgeable and experience in both relational databases and NoSQL databases (eg: MongoDB).  • Experience in ETL tools or data pipeline languages such as Python, Scala, cloud-based infrastructure (eg: AWS, GCP, Azure…).  • Experience with visualization tools such as Tableau, PowerBI.  • Knowledge in business analysis and data modeling.  • Fluent in English speaking/ writing with excellent interpersonal skills.  • Team player with good management skills.     What are great to have:  • Familiar with software development process and culture.  • Experience with Big data and data warehouse concepts and methodologies  • Experience with third party libraries and APIs.  • Experience with data pipeline and workflow management tools: Azkaban, Luigi, Airflow, etc     Salary: Negotiable  Show more Show less""]"
36,Data Engineer,REVER,"Ho Chi Minh City, Vietnam",,,,"['Yêu cầu: 1. Có kinh nghiệm, am hiểu về Big Data, Data-Warehouse, BI, Analytics, Data Mining, Hadoop Ecosystems/tools. 2. Có khả năng lập trình chuyên sâu Java, Scala, Python. Ưu tiên: o Ứng viên đã thực hành, có trải nghiệm vận hành khai thác các thành phần trong Hadoop Ecosystem. o Có kinh nghiệm trong thiết kế, triển khai, tối ưu nhằm đảm bảo tính sẵn sàng (HA) của hệ thống/dịch vụ và tăng trưởng (Scaling) hệ thống/dữ liệu . o Có kiến thức, kỹ năng cơ bản về Thống kê, Đại số tuyến tính và các phương pháp kỹ thuật trong Học thống kê (Statistical Learning); o Có kiến thức, kỹ năng cơ bản về Phân tích Khám phá Dữ liệu (Exploratory Data Analysis) và Học máy (Machine Learning, Deep Learning). o Có khả năng lập trình về Java, Scala, R, Python (Pandas, Numpy, Scikit-learn). o Ứng viên thành thạo công cụ R, Python (Pandas, Numpy, Scikit-learn), chuyên sâu Scala/Java (Spark ML, Spark Streaming, H2O). o Ứng viên sử dụng/thực hành các ML Frameworks/tools (tensorflow, torch, pytorch, keras, …)  Nhiệm vụ: 1. Xây dựng hệ thống thu thập số liệu, tổ chức nhà kho dữ liệu, xử lý streaming data. 2. Tham gia phát triển, triển khai, vận hành các dịch vụ/giải pháp trên nền tảng dữ liệu lớn. 3. Tham tích hợp, triển khai, vận hành, hỗ trợ các dịch vụ khai thác số liệu. 4. Thiết kê xây dựng hệ thống phân tích số liệu thông minh (Analytics, BI) 5. Nghiên cứu, xây dựng các giải pháp, các mô hình thực thi (dự đoán, phân lớp, phân cụm, v.v.) trên nền tảng BigData và Machine learning. Show more Show less']"
37,Data Engineer,Movi Vietnam,"Ho Chi Minh City, Vietnam",,,,"['Design, further development, and implementation of ETL processes / BI system according to the architecture definition. Ensures monitoring and quality assurance within the responsible processes. Provides data for analytics roles (data scientist and BI analyst) from source systems via ETL in data store. Maintain/Operate a deployment pipeline for machine learning team. Ensure that DWH, Data mart, BI tools work stably as the final data keeper by proactively working with other data source keepers if any issue, thru aligned business/ system/ and data processes. Manage and enhance DWH, Data mart, BI system as a whole, in term of Database Management/ Data Set/ Data Models/ BI Tools/ Standard Dashboards & Reports/ System & Data Processes. ------ Bachelor’s degree in Economics, Finance, Statistic, IT or related field. 2+ years experience in ETL tool (Pentaho, Python, dbt…) and BI system (Pentaho BI, Metabase, Power BI, …). Expert handling of data from source systems and databases (MySQL, Redshift) and Analytical tool (R, Python, …) English: acceptable Show more Show less']"
38,Software Engineer,LINKBYNET,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",IT Services and IT Consulting,Information Technology,Associate,"[""The Software Engineer will be responsible for:    Writing high-quality code, unit, and functional tests Troubleshoot and debug applications Improve application to optimize performance and scalability Manage cutting-edge technologies to improve legacy applications Gather and address technical and design requirements Provide training and support for internal teams Build reusable code and libraries for future use or improve opensource one and pull-request to the community Liaise with developers, product owners, and system administrators to identify new features   Qualifications    Knowledge, Skills and Abilities Required:    BSc/MSc in Computer Science & Engineering or equivalent Proven 3 years work experience as PHP or Python developer Proven experience with git, ci/cd, testing framework Full understanding of RESTFUL API, JSON, etc... Experience with Continuous Integration & Continuous Delivery (CI/CD), and automated test tools such as container (Docker, Kubernetes), Git, and Gitlab Excellent analytical and time management skills Teamwork skills with a problem-solving attitude Good English communication and documentation skills.  Other Qualifications / Core Competencies:    Interpersonal skills proficiency Good presentation & communication skills Fun & Dynamic & Team player Full of Energy & Inspiring   Additional Information    Why you'll love working here :    Dynamic and young work force Great working environment (music band, gym, relax corners, PS4, Baby foot, ping-pong table etc.) Allowances (lunch, parking) Team activities (CSR, team buildings, company trips, monthly birthdays etc. Show more Show less""]"
39,Data Engineer,SPERTON,"Ho Chi Minh City, Vietnam","Fundraising, Venture Capital and Private Equity Principals, and Investment Management","Information Technology, Analyst, and Engineering",Mid-Senior level,"['Introduction:     Our client is a well-established independent asset manager with some US$ billion in listed equity, clean-tech, fixed income and real estate for international pension and sovereign wealth funds and endowments. They are now searching for a Data Engineer based in HCM city.     Main job purpose:     The Data Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.     Key responsibilities:     • Create and maintain optimal data pipeline architecture  • Assemble large, complex data sets that meet functional / non-functional business requirements  • Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.  • Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and Azure ‘big data’ technologies  • Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency, and other key business performance metrics  • Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs  • Keep our data separated and secure across national boundaries through multiple data centers and Azure regions  • Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader  • Work with data and analytics experts to strive for greater functionality in our data systems     Skills and qualifications required:     • Graduate degree in Computer Science, Statistics, Informatics, Information Systems, or another quantitative field  • Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases  • Strong analytic skills related to working with unstructured datasets  • Build processes supporting data transformation, data structures, metadata, dependency, and workload management  • A successful history of manipulating, processing and extracting value from large disconnected datasets  • Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores  • Strong project management and organizational skills     Experience required:     • 3+ years of experience in a similar role  • Experience building and optimizing ‘big data’ data pipelines, architectures, and data sets  • Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement  • Experience supporting and working with cross-functional teams in a dynamic environment     Advantages but not a Must:     • Experience with relational SQL and NoSQL databases  • Experience with data pipeline and workflow management tools  • Experience with Azure cloud services  • Experience with object-oriented/object function scripting languages: Python, C++, C#, etc     Note: This position is only open to local candidates, and we shall be contacting shortlisted candidates, apologize for that.  Show more Show less']"
40,Python Software Engineer,Aloha Consulting Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Nanotechnology Research,Engineering and Information Technology,Mid-Senior level,"['Our client is leading MNC hedge fund and quantitative investment management firm who is looking for top-notch talents to join their firm.  Take ownership of the development based on Python In charge of development and technical discussion In charge of unit tests on enhancements/new development under responsibility to ensure developed modules are matched with business requirements. Work effectively with other team members and customer’s development team Deliver tasks/projects according to schedule  Requirements  Python programming or hands-on industry experience with C++ Bachelor’s degree or higher from a top university in computer science, information technology, engineering, or any other related fields. 5+ years as developer in a systematic environment, possess core technical skills Familiarity with scripting languages and developing multithreading real-time applications on Linux/Unix platforms Working knowledge in various database and messaging technologies such as SQL, Redis, Kafka etc Experience with data analysis is a plus Excellent problem solving skills and out of the box thinking ability Excellent problem solving abilities and judgment with strong attention to detail Mature, thoughtful, with the ability to operate in a collaborative, team-oriented culture Proficiency in English, both written and verbal.  Benefits  Performance bonus: 2-4 months  Show more Show less']"
41,"GRADUATE SOFTWARE ENGINEER - Dubai, UAE",Cobblestone Energy,"Hanoi, Hanoi, Vietnam",Oil and Gas,Engineering and Information Technology,Entry level,"[""Starting salary of\u202f50,000 USD per annum\u202fin a zero-tax environment.  Fast progression for strong performers.  Job location:\u202fDubai, UAE  About us:  Cobblestone Energy is a proprietary trading firm that specializes in the wholesale electricity market across Europe. Electricity is fundamental to the world's economic activities. We trade enough electricity every day to power a small country, and in doing so, we help to address the mismatch between electricity generation and consumption.  Job Description  At Cobblestone Energy we are on a mission to build the most advanced European electricity trading and analytics platform, with our technology being used by our teams of commercial traders to create significant value. We are looking for enthusiastic and resourceful developers who are passionate about building exceptionally reliable and performance\u202fdata processing solutions. You want to help the commercial team make data-informed decisions, have a curious mindset, and are motivated to understand our business better. Developing a strong domain knowledge of our industry over time is key to long term success in this role.  If you have excellent programming skills, strong problem-solving skills, and a passion for developing and improving applications utilizing cutting edge technologies, then we would like to meet you.  What We Offer In This Role  Competitive remuneration, with fast progression for strong performers. A challenging but exciting, open, and fun work environment. An opportunity to work with remarkably talented colleagues. Vast growth potential in every aspect. 15% target bonus with further upside. Employee share scheme participation International relocation support Opportunity to be embedded within a commercial team for those with strong commercial interest   Responsibilities  Write software applications and programs for backend/frontend purposes. Analyse programs and apps to improve their features and functionalities. Test & debug programs and fix any reported bugs. Collaborate with the tech team to improve the performance, efficiency, and scalability of our tools.   Requirements  BS/BE in Computer Science/Computer Engineering/Electrical & Computer Eng. Programming skills in Python language. Knowledge of at least one popular Python framework (like Django, Flask ...) is a plus. Programming skills in Java is a plus. Familiarity & Knowledge in front-end technologies such as HTML5, CSS, JQuery, JS, etc. Strong knowledge of REST APIs and webservices. Strong knowledge of Relational Databases (MySQL, PostgreSQL, SQL Server ...) and SQL language. Knowledge of NoSQL databases is a plus. Knowledge of AWS is a plus / Knowledge of data visualization tools, mainly Tableau, is a plus. Ability to work in a team environment. Strong problem-solving skills and analytical skills. Resilience and a determination to succeed. Independent thinkers with growth mindset. Must be passionate, self-motivated, and able to learn quickly. Strong sense of integrity. Personal values that match our company values. Show more Show less""]"
42,Fresher Embedded Software Engineer,Hitachi Vantara,"Ho Chi Minh City, Vietnam",IT Services and IT Consulting,Engineering and Information Technology,Entry level,"['Job description  The program will start from fundamental of C programming to specialized knowledge in Automotive and state-of-the-art methodological and engineering process to deliver high quality of products.     - Be responsible for requirement clarification and analysis     - Take in charge of implementation, integration and test execution based on requirements     - Support in low and high level design for software modules     - Document results, report problems and debug if required     BENEFITS:     Opportunities for advanced career development overseas, including the US, Japan...  Competitive & attractive compensation and benefits packages:  ++ Allowance for academy degrees and language certification English, Japanese language certifications.  ++ Subsidy for transportation and meals.  ++ 13th salary + Incentive bonus  ++ Additional International Insurance Package for employees & annual healthcare checkup  ++ Company trip for employees.  Being an integral part of a dynamic and fast-growing global enterprise.  An open, professional, and nourishing environment with outside-of-work activities, such as football, tennis, badminton, dancing, music, and charity.  Work time: 9:00 AM – 6:00 PM from Monday to Friday (work from home until the end of 2021).  Show more Show less']"
43,Software Engineer,Emage Development,"Ho Chi Minh City, Vietnam",,,,"['Design, development, and testing of new features in the AI applications Responsibility for design and implementation of software projects using C++, C#. Design, build and maintain efficient and reliable code     Show more Show less']"
44,Software/ Data Engineer,Techcombank (TCB),"Ho Chi Minh City, Vietnam",Banking,Information Technology,Mid-Senior level,"[""Mục tiêu / Objective  - The job holder is responsible for developing programs, algorithms and automated processes to cleanse,  integrate and evaluate large datasets from disparate sources and implement complex business logic as  needed with the available data processing tools.  - The job holder will be responsible for helping build a reliable, sustainable and scalable data processing  platform, working with other tribe members to support data pipelines, convert models to machine learning  codes and recommend Big Data reporting and visualization applications.  Trách nhiệm chính / Key accountabilities  A. Data Architecture  Deliver functionality required for business and data analysts, data scientists and other business roles to  advance the overall analytic performance and strategy of the bank  Assist in building best practices and strategies for data infrastructure to fulfill data analytic and utilization  needs of the business with emerging latest technologies and capabilities.  - Collaborate with relevant teams on opportunities to manage data and provide solutions for complex data  feeds within the bank.  - Maintain data integration processes into the data platform by building data pipelines and align with  business representatives and business information needs.  - Review internal and external business and product requirements for data operations and activity and  suggests changes and upgrades to systems and storage to accommodate ongoing needs.  B. Data Integration  - Obtain and integrate data and information from various sources into the firm’s platforms, solutions and  statistical models.  - Collaborate with Data Scientists to understand data requirements and create re-usable data assets to  enable data scientists to build and deploy machine learning models faster.  - Write scripts and ingest raw data to build and maintain optimized data pipelines and ETL solutions as  business support tools in providing analysis.  - Ensure data assets are organized and stored in an efficient way so that information is easy to access and  retrieve.  Yêu cầu/ Requirements  Bằng cấp, Kinh nghiệm/ Qualification and experiences  - Bachelor or Master’s degree in Statistics, Mathematics, Quantitative Analysis, Computer Science,  Software Engineering or Information Technology  - 2 to 4 years of relevant experience with developing, debugging, scripting and employing big data  technologies (e.g. Hadoop, Spark, Flink, Kafka, Arrow, Tableau), database technologies (e.g.  SQL, NoSQL, Graph databases), and programming languages (e.g. Python, R, Scala, Java, Rust,  Kotlin) with preference towards functional/trait oriented  - English proficiency requirements are pursuant to Techcombank's policy  - Experience in designing and building dimensional data models, ETL processes, applied data  warehouse concepts and methodologies, optimized data pipelines and assisted the architect as  needed  - Experience monitoring complex system and solving data and systems issues having a consistent  and algorithmic approach to resolving them  - Deep understanding of Information Security principles to ensure compliant handling and  management of all data  - Experience working in Agile teams to support digital transformation projects, having a clear  understanding of Agile principles, practices and Scrum methodologies  - Has some know-how and partial scripting and coding experience to set up, configure & maintain  a machine learning model development environment  - Some experience architecting, coding and delivering high performance micro services and/or  recommenders delivering recommendations to a large user-base  Show more Show less""]"
45,Data Engineer,Siêu Việt Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Human Resources Services,Engineering,Associate,"[""Sieu Viet is one of the leaders of online recruitment platforms in Vietnam. We own popular sites such as ViecLam24h, TimViecNhanh, ViecTotNhat and MyWork. We’ve just started on our journey of transforming the entire organization, from products to culture. We are growing rapidly with a mission to become a companion to both job seekers and employers on their journeys, and to equip them with best-in-class tools that help them along the way.  Responsibilities  Possess an understanding of the data structures and governance. Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources. Design and maintain optimal data pipeline architecture. Assemble large, complex data sets to build data mart that meet functional/non-functional business requirements. Communicate effectively with Developers and Business users to understand and clarify requirements. Support internal training and proper documentation ensuring the successful onboarding of new team members. Implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc. Develop efficient software code for multiple use cases leveraging Spark and Big Data Technologies for various use cases built on the platform.   Requirements  3+ years’ experience working as a Data Engineer role, ETL with large amounts of data. Experience with data warehousing architecture and data modeling, ETL data pipeline. Experience with using the following software/tool in the big data field. Big data tools: Hadoop, Apache Spark, Presto, Kafka,... NoSQL and OLAP database: MongoDB, Elastic search, etc. Data pipeline and workflow management tools: Airflow. Good at programming languages: Scala, Python, Java. Experience with SRE, Patching & Automation: Kubernetes or Docker & Containerization Experience in the data testing process. Experience in performing root cause analysis, identify problems and propose recommendations for improvement. Strong organizational and multitasking skills with the ability to balance competing priorities Fundamental knowledge of modern cloud computing platforms and concepts is a plus (AWS/GCP)   Who we are looking for?  “Attitude is more important than aptitude”: we greatly value people who possess the 3 personal traits:  Growth mindset Curiosity Automation   Benefits  Working environment:  Flexible working hours (Mon - Fri only), 15-day leaves/ year (12 Annual, 3 sick leaves). Work From Home One day a week. Flat, open, fast-paced working environment with the best support from stakeholders. Challenging working environment where every new idea is welcomed.   Benefits:  Attractive remuneration package (salary, allowance - lunch, parking, telephone, etc.). Fully compliant with Social Insurance (health, social, and unemployment). Extra Accident Insurance for all employees, Premium Health Care Insurance for Manager and above level. 13th-month policy, Incentives, Bonus - subject to company performance. Performance & Salary review twice per year. “Bonding Policy” – for team engagement. Company's congrats gifts on birthday, Wedding Day, Children's Day, Woman's Day, Independent Day, Company's birthday, and other special occasions. Annual Health Checkup (once per year). Variety of corporate events, from sports competitions, monthly birthday parties, team building to Year-End Party etc.   Why you should join us:  The opportunity to work in 2nd player in the HR Tech Market with huge ambition and mission in the labor market. A great chance to impact millions of Vietnamese life through job opportunities and more. Passionate & talented colleagues. Show more Show less""]"
46,Data Engineer,POC Pharma,"Ho Chi Minh City, Vietnam","IT Services and IT Consulting, Software Development, and Pharmaceutical Manufacturing",Engineering and Information Technology,Mid-Senior level,"['About us     POC Pharma is a startup that digitizes the pharmaceutical industry in emerging markets and helps pharmaceutical companies leverage data to grow their sales. Come join the coolest team and contribute to an exciting and fast-moving industry, using the best technologies!     Why do we want YOU?     Because as a Data Engineer, you will help us:  • Be a subject matter expert in analyzing and presenting data that provides important insights into customers behaviors and usage patterns\u200b  • Work with both developers and business stakeholders from diverse teams to understand business needs and determine optimal solutions while constantly evaluating the risks & dependencies\u200b  • Write and maintain sophisticated SQL queries to meet complex needs\u200b  • Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.\u200b  • Create processes to quickly test the accuracy of the generated datasets & reports\u200b  • Communicate regularly and directly with stakeholders and executive sponsors\u200b  • Develop business requirements documentation, process workflow diagrams, functional specifications, user acceptance test scripts and other supporting documentation for BI initiatives     Because you have what it takes to win and grow with us:  • 3+ years of experience in a Data Engineer role, who has attained a Graduate degree in • Computer Science, Statistics, Informatics, Information Systems or another quantitative field\u200b  • Experience with relational SQL and NoSQL databases, including MSSQL, with strong experience in building sophisticated SQL queries\u200b  • Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc. or other technologies (e.g.: matching algorithm, Analytics Framework, etc.)\u200b  • Knowledge of business process management best practices & business intelligence concepts\u200b  • Ability to dive into technical details and design analytics solutions to meet business needs\u200b  • Experience with (one or more) BI/reporting tools and data storage platforms \u200b  • Experience with handling multiple projects in an open environment\u200b  • Exceptional verbal, written communication and presentation skills\u200b  • Experience in supporting and working with cross-functional teams in a dynamic environment.\u200b     Why do you have to join US?     • Because SaaS and Pharma are hot spots and great experiences for you  • Because you want to work in a global environment with the potential for an international career, supported by an experienced leadership team  • Because you have ambitions and are not afraid of taking more responsibilities  • Because you want to see the impact your job has on your team & company  Show more Show less']"
47,"Software Engineer ( fresher, 1-2 years exp)",Aodigy,"Thanh Khê District, Da Nang City, Vietnam",,,,"[""As part of the Salesforce Delivery Team, SF developer is tasked with developing customized solutions  within the Salesforce platform and helping our customers meet their business requirements.  1. Job Description  • Build - develop on the Salesforce platform according to the design specification. (APEX, Visualforce and Lightning Component)  • Integration – build APIs on various integration technology/platform  • Data – perform data modelling and migration  • Testing – perform unit testing and provide support with integration and user acceptance testing  sessions  • Deployment – execute deployment of development to production system  • Support – helping customers support their Salesforce solution by bug fixing and system admin  tasks  • Giving back – pro bono Salesforce work and other giving back activities  2. Your Skills and Experience  • 1-2 years in any software development role (Freshers are welcomed)  • Good English communication both written and spoken  • Team player and creative problem solver  • Programming skills one of these language (Java, PHP, Python, Ruby, APEX)  • Degree or Diploma in Information Systems Technology, Computer Science, or related program is  preferred.  • SFDC Certifications is a great advantage  3. Why You'll Love Working Here  • Frequent overseas onsite opportunities (opt-in)  • Exposed to international colleagues & cultures  • Yearly bonus(es) & salary increase(es)  • Monthly meal & Mobile allowances  • International health insurance for permanent employees  Working hours: 9am – 5:30pm (Monday to Friday)  Fulltime at office: Da Nang City, Viet Nam  Show more Show less""]"
48,Data Science Engineer,TIBCO,Hanoi Capital Region,Software Development,Information Technology and Engineering,Mid-Senior level,"[""Overview  Work with leading edge technology and grow your career with this dynamic, innovative team.  About the technology: TIBCO Event Processing is building the next generation platform for real-time big data analytics, operations, and automation. TIBCO real-time event-driven infrastructure software already solves the toughest problems in large enterprises, like retailers, airlines, banks, and hospitals. Our software tracks FedEx packages and Delta planes, delivers real-time data to Wall Street trading desks, monitors cellular networks, analyzes online transactions for fraud, and powers hundreds of other applications. Customers expect up-to-date information at their fingertips, and immediate automated resolution of their problems. Businesses need our technology to meet these expectations.  TIBCO Event Processing is based on domain specific languages and distributed transactional memory, combining the best of NoSQL and rapid application development platforms into one coherent whole to support capturing, contextualizing, analyzing, deciding, and acting on real time data. We are passionate about user experience for both developers and end-users. We believe that building platforms and enabling our customers to focus on making their business real-time is the best way to change the world with software.  What You'll Do  The Data Science Engineer role is for a hybrid Engineer/Data Scientist who understands analysis, modeling, and algorithms but prefers to focus on the technical aspects of building analytics capabilities.  In this role, you will play a key role in prototyping and productionizing tools and methods we will use to analyze digital streaming data and to provide data-driven decisions for our customers.  The selected candidate will know how to analyze/model data and will enjoy writing code to implement it.  Who You Are  Experience/Skills  Understand and love code, data, and math. Excellent programming skills in Java or similar language. Familiar with relational databases and writing complex SQL queries. Demonstrated understanding of mainstream stats and ML methods Experience in developing and deploying machine learning models Knowledge of commercial software development, including all stages of the software development lifecycle and tools such as Git, Maven, Jenkins, JIRA. Experience with source control systems, defect-tracking systems, automated unit and system test frameworks, and similar tools required. Knowledge of cloud environment such as AWS or Azure is a plus Must be familiar with basic security concepts or standards as appropriate for this position. Good written and verbal communication skills in English  Education  BS/MS in computer engineering or similar  #assoc   Show more Show less""]"
49,Junior Software Development Engineer,DZS,"Hanoi, Hanoi, Vietnam","IT Services and IT Consulting, Software Development, and Telecommunications",Information Technology,Entry level,"[""Job summary  This job is to research, make solutions, design, develop, and maintain software.     Key Responsibilities  ● Design, develop and maintain the software in the packet processing domain of a carrier-grade, multi-processor, multi-tasking real-time telecommunications product families.  ● Developing software with a third-party software development kit.  ● Resolve issues reported back from the field.  ● Collaborate with national and international colleagues to improve software quality and efficiency.  ● Apply Agile in working.     Qualifications  ▪ Good communication skills, both written and verbal.  ▪ 0–3-year experience in C/C++ programming.  ▪ Proactive, continuous improvement and learning mindset.     Preferred:  ▪ Graduates from IT universities.  ▪ English Certification (TOEIC, IELTS, TOEFL)  Company benefits  Salary Range: 700-1300 USD/ month 13th month salary, lunch allowance International environment Own company stocks 100% full salary-based insurance (Social, Health, and Unemployment) according to Vietnam Labour Law Annual health check and health care package Company outing once per year A paid day-off for Christmas day Other multiple benefits to care for you and your family: Birthday gifts, days off, celebrations of your wedding, your newborn baby, or your 60/70 birthday of your parents...     Why DZS?     Be part of a team culture that values everything you do and all that you have done. A culture that embraces change for the better and seeks to always make choices and decisions that improve how we run the business and serve our customers. A culture that thrives on people making a difference in both life and work activities.  Our values capture what we are known for doing: changing the connected world, focusing intensely on customers, making innovation happen, winning together, respecting and caring for each other, and always doing the right thing.  Working as part of our team in Vietnam you will have:  Competitive salary Premium Health Care Annual Health check at international hospital Free snacks, drinks (at the office) Lunch allowance of VND 1,440,000/month;) Other benefit-in-kind (Birthday, newborn baby, funeral, wedding, parents’ birthday, work anniversary award, Christmas/New Year gift…up to 76.300.000 VND/employee) New modern office with an outdoor café and recreational areas Company-sponsored trips and events: year-end party, annual company outing, quarter-end lunch invited by CEO, monthly team-building/birthday celebration, reading culture… Global Reward and Recognition Program including Employee Stock Purchasing Plan (ESPP), Employee Grant Equity program…. Continuous Learning and Development     Who is DZS?     DZS Inc. (NSDQ: DZSI) is a global leader in packet-based mobile transport, broadband access, network orchestration, and cloud-native automation solutions. With more than 20 million products in-service and customers and alliance partners spanning more than 100 countries, DZS is helping many of the world’s most advanced and innovative service providers and enterprises leverage the power of 5G, 10gig fixed broadband, and software-defined networks to deliver cutting-edge services and lead in their markets.     At DZS, we're building a diverse workplace and an inclusive culture to give more people the chance to imagine, design, and make a better world. DZS is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender, gender identity, national origin, disability, veteran status, or any other legally protected characteristic. We also consider for employment all qualified applicants regardless of criminal histories, consistent with applicable law.  Show more Show less""]"
50,Data Engineer,Techcombank (TCB),"Hanoi, Hanoi, Vietnam","IT Services and IT Consulting, Software Development, and Banking",Finance,Mid-Senior level,"['Objective  - The job holder is responsible for developing programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from disparate sources and implement complex business logic as needed with the available data processing tools.  - The job holder will be responsible for helping build a reliable, sustainable and scalable data processing platform, working with other tribe members to support data pipelines, convert models to machine learning codes and recommend Big Data reporting and visualization applications.  Key accountabilities  A. Data Architecture  Deliver functionality required for business and data analysts, data scientists and other business roles to advance the overall analytic performance and strategy of the bank  Assist in building best practices and strategies for data infrastructure to fulfill data analytic and utilization needs of the business with emerging latest technologies and capabilities.  - Collaborate with relevant teams on opportunities to manage data and provide solutions for complex data feeds within the bank.  - Maintain data integration processes into the data platform by building data pipelines and align with business representatives and business information needs.  - Review internal and external business and product requirements for data operations and activity and suggests changes and upgrades to systems and storage to accommodate ongoing needs.  B. Data Integration  - Obtain and integrate data and information from various sources into the firm’s platforms, solutions and statistical models.  - Collaborate with Data Scientists to understand data requirements and create re-usable data assets to enable data scientists to build and deploy machine learning models faster.  - Write scripts and ingest raw data to build and maintain optimized data pipelines and ETL solutions as business support tools in providing analysis.  - Ensure data assets are organized and stored in an efficient way so that information is easy to access and retrieve.  Job Requirements  - Bachelor’s or Master’s degree in Statistics, Mathematics, Quantitative Analysis, Computer Science, Software Engineering or Information Technology  - 3+ years of relevant experience with developing, debugging, scripting and employing big data technologies (e.g. Hadoop, Spark, Flink, Kafka, Arrow, Tableau), database technologies (e.g. SQL, NoSQL, Graph databases), and programming languages (e.g. Python, R, Scala, Java, Rust, Kotlin) with preference towards functional/trait oriented  - Experience in designing and building dimensional data models, ETL processes, applied data warehouse concepts and methodologies, optimized data pipelines and assisted the architect as needed  - Experience monitoring complex system and solving data and systems issues having a consistent and algorithmic approach to resolving them  - Deep understanding of Information Security principles to ensure compliant handling and management of all data  - Experience working in Agile teams to support digital transformation projects, having a clear understanding of Agile principles, practices and Scrum methodologies  - Has some know-how and partial scripting and coding experience to set up, configure & maintain a machine learning model development environment  - Some experience architecting, coding and delivering high performance micro services and/or recommenders delivering recommendations to a large user-base  Show more Show less']"
51,"Software Engineer - Data (Node.js, Python, RESTful API)",Xendit,"Hanoi, Hanoi, Vietnam",Financial Services,Engineering and Information Technology,Entry level,"['Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces, disburse payroll and loans, provide KYC solutions, prevent fraud, and help businesses grow exponentially. We serve our customers by providing a suite of world-class APIs, eCommerce platform integrations, and easy to use applications for individual entrepreneurs, SMEs, and enterprises alike.  Our main focus is building the most advanced payment rails for Southeast Asia, with a clear goal in mind — to make payments across in SEA simple, secure and easy for everyone. We serve thousands of businesses ranging from SMEs to multinational enterprises, and process millions of transactions monthly. We’ve been growing rapidly since our inception in 2015, onboarding hundreds of new customers every month, and backed by global top-10 VCs. We’re proud to be featured on among the fastest growing companies by Y-Combinator.  Mission  The Data team is responsible for conceiving and delivering a range of data products. These may be used to assist in verification and management of users’ identity or financial risk assessment and be the first of their kind in SE Asia. We also provide high availability, performant shared services to support enhanced payment experiences for merchants and users across the Xendit group. As a part of this process, we need to iterate quickly and discover what customers want, as well as design systems which are set up for future scale.  Responsibilities   Maintain and improve mission critical data products that support the Xendit group, optimising for processing speed, fault tolerance and uptime Design and develop REST API to support business requirements Account for the delivery of technical roadmap items on time Write high-quality maintainable code, test, PR review then ship it Experiment and rapidly prototype new data products for testing with clients Develop clear technical requirements and lead development of software to those standards Do whatever it takes to make Xendit succeed   You may be a good fit if you   Have 2+ years of experience designing, developing and deploying large scale software applications Have a Bachelor’s and/or Master’s degree in CS or equivalent experience Are experienced in NodeJS and Python Worked on RESTful APIs Are comfortable in an ambiguous or fast-paced startup environment Pick solutions that are fit for purpose, whether to drive continuous improvement on the core data products and rapid experimentation on newer areas Develop MVPs that can be incrementally extended to production ready products Communicate well with data scientists, data engineers and the wide range of other teams relying on our data products Enjoy talking with stakeholders to understand why a problem matters to them Thrive on autonomy and have proven you can push towards a goal by yourself Show more Show less']"
